plot_id,tree_id,species,species_code,dbh_cm,height_m,agb_kg
P064,P064-04,Red alder,DR,19.8,19.0,236.0
P064,P064-05,Red alder,DR,21.4,16.8,299.4
P064,P064-06,Bigleaf maple,MB,66.1,22.6,3727.5
P064,P064-07,Red alder,DR,30.4,21.2,570.2
P064,P064-08,Red alder,DR,13.4,15.2,105.1
P064,P064-09,Bigleaf maple,MB,29.8,16.6,668.9
P064,P064-10,Red alder,DR,18.9,14.6,249.6
P064,P064-11,Western redcedar,CW,19.6,15.1,257.2
P064,P064-12,Red alder,DR,31.8,22.9,623.9
P064,P064-13,Western redcedar,CW,11.6,11.9,76.6
P064,P064-14,Bigleaf maple,MB,14.7,12.5,178.2
P064,P064-15,Red alder,DR,10.1,8.8,56.8
P064,P064-16,Western redcedar,CW,38.8,23.4,1064.7
P064,P064-17,Western redcedar,CW,19.7,14.1,261.2
P064,P064-18,Bigleaf maple,MB,20.7,16.4,304.6
P064,P064-19,Bigleaf maple,MB,30.8,19.5,791.6
P064,P064-20,Bigleaf maple,MB,17.2,13.6,211.9
P064,P064-21,Red alder,DR,12.6,11.9,105.2
P064,P064-22,Red alder,DR,19.2,13.3,218.2
P064,P064-23,Bigleaf maple,MB,9.3,4.3,60.4
P064,P064-24,Bigleaf maple,MB,20.9,15.3,340.5
P064,P064-25,Sitka spruce,SS,14.3,14.4,163.6
P064,P064-26,Sitka spruce,SS,16.2,15.0,177.8
P064,P064-27,Bigleaf maple,MB,16.0,11.0,201.7
P064,P064-28,Red alder,DR,34.6,22.3,707.9
P064,P064-29,Sitka spruce,SS,25.7,21.3,485.1
P064,P064-30,Red alder,DR,16.9,17.0,174.3
P064,P064-31,Western redcedar,CW,11.5,8.3,85.3
P064,P064-32,Western redcedar,CW,14.1,13.1,113.8
P064,P064-33,Bigleaf maple,MB,10.9,8.6,95.5
P064,P064-34,Red alder,DR,9.6,9.8,62.2
P064,P064-35,Sitka spruce,SS,26.1,21.3,558.9
P064,P064-36,Red alder,DR,30.2,22.3,601.4
P064,P064-37,Bigleaf maple,MB,39.3,21.9,1264.1
P064,P064-38,Red alder,DR,10.5,9.8,74.7
P064,P064-39,Western redcedar,CW,12.1,9.2,93.7
P064,P064-40,Red alder,DR,15.6,12.0,163.3
P064,P064-41,Red alder,DR,23.6,14.5,325.3
P064,P064-42,Sitka spruce,SS,19.9,18.1,296.7
P064,P064-43,Red alder,DR,13.1,11.0,113.5
P064,P064-44,Western redcedar,CW,18.4,12.8,198.6
P064,P064-45,Red alder,DR,31.6,20.4,630.6
P064,P064-46,Red alder,DR,17.7,16.4,189.3
P064,P064-47,Red alder,DR,22.5,16.0,327.1
P064,P064-48,Bigleaf maple,MB,26.4,13.8,493.0
P065,P065-01,Western hemlock,HW,68.7,36.9,3514.0
P065,P065-02,Western redcedar,CW,60.2,30.2,2277.0
P065,P065-03,Douglas-fir,FDC,43.8,29.1,1737.5
P065,P065-04,Western hemlock,HW,30.7,22.8,758.4
P065,P065-05,Western hemlock,HW,32.1,24.3,887.5
P065,P065-06,Western redcedar,CW,83.1,34.0,4543.8
P065,P065-07,Douglas-fir,FDC,38.1,27.0,1273.3
P065,P065-08,Western hemlock,HW,34.8,28.5,888.5
P065,P065-09,Douglas-fir,FDC,40.7,26.7,1495.8
P065,P065-10,Western redcedar,CW,49.2,24.9,1459.7
P065,P065-11,Western hemlock,HW,32.4,21.6,841.0
P065,P065-12,Western hemlock,HW,25.7,21.1,541.6
P065,P065-13,Western hemlock,HW,45.8,29.3,1641.1
P065,P065-14,Douglas-fir,FDC,44.8,30.6,1857.0
P065,P065-15,Douglas-fir,FDC,16.7,14.8,237.2
P065,P065-16,Western hemlock,HW,60.6,32.8,2707.5
P065,P065-17,Bigleaf maple,MB,10.1,10.3,81.8
P065,P065-18,Douglas-fir,FDC,28.3,23.9,642.3
P065,P065-19,Western hemlock,HW,55.9,34.2,2286.1
P065,P065-20,Douglas-fir,FDC,49.4,33.0,2220.5
P065,P065-21,Douglas-fir,FDC,35.5,25.0,1055.1
P065,P065-22,Douglas-fir,FDC,41.5,30.0,1526.8
P065,P065-23,Douglas-fir,FDC,57.5,32.0,2929.9
P065,P065-24,Bigleaf maple,MB,17.3,14.5,241.7
P065,P065-25,Western hemlock,HW,39.4,26.8,1268.8
P065,P065-26,Western hemlock,HW,80.9,38.2,4981.9
P065,P065-27,Western hemlock,HW,23.6,19.7,396.8
P065,P065-28,Western redcedar,CW,9.7,9.4,62.6
P066,P066-01,Red alder,DR,19.9,18.8,246.3
P066,P066-02,Western hemlock,HW,18.1,15.7,270.7
P066,P066-03,Western hemlock,HW,8.7,7.4,57.9
P066,P066-04,Douglas-fir,FDC,13.9,13.4,156.0
P066,P066-05,Western hemlock,HW,17.4,16.3,225.3
P066,P066-06,Douglas-fir,FDC,17.5,13.3,272.3
P066,P066-07,Western hemlock,HW,15.5,14.6,187.9
P066,P066-08,Douglas-fir,FDC,42.0,27.3,1388.2
P066,P066-09,Western hemlock,HW,18.7,16.4,262.6
P066,P066-10,Western redcedar,CW,12.2,7.7,97.3
P066,P066-11,Douglas-fir,FDC,46.4,29.9,1841.4
P066,P066-12,Douglas-fir,FDC,25.1,20.5,573.1
P066,P066-13,Red alder,DR,14.4,14.1,128.5
P066,P066-14,Douglas-fir,FDC,23.0,17.8,435.5
P066,P066-15,Western hemlock,HW,22.0,19.9,352.8
P066,P066-16,Douglas-fir,FDC,28.9,21.9,643.2
P066,P066-17,Douglas-fir,FDC,13.7,12.7,153.0
P066,P066-18,Western hemlock,HW,36.3,23.7,997.0
P066,P066-19,Douglas-fir,FDC,14.0,14.0,167.0
P066,P066-20,Western redcedar,CW,17.6,14.9,186.4
P066,P066-21,Douglas-fir,FDC,20.0,17.0,363.8
P066,P066-22,Douglas-fir,FDC,24.2,20.3,530.6
P066,P066-23,Western hemlock,HW,22.8,17.6,446.7
P066,P066-24,Western hemlock,HW,19.9,18.4,306.1
P066,P066-25,Western hemlock,HW,20.1,17.6,301.3
P066,P066-26,Douglas-fir,FDC,24.8,17.8,469.6
P066,P066-27,Western hemlock,HW,9.8,9.8,71.1
P066,P066-28,Western hemlock,HW,19.2,19.0,282.0
P066,P066-29,Red alder,DR,26.4,21.5,471.0
P066,P066-30,Western hemlock,HW,38.8,26.4,1209.7
P066,P066-31,Douglas-fir,FDC,24.9,20.6,494.9
P066,P066-32,Western hemlock,HW,7.5,5.4,43.8
P066,P066-33,Douglas-fir,FDC,16.9,16.1,248.1
P066,P066-34,Douglas-fir,FDC,16.0,13.2,209.8
P066,P066-35,Bigleaf maple,MB,7.5,6.9,40.0
P066,P066-36,Douglas-fir,FDC,29.4,20.5,718.1
P066,P066-37,Douglas-fir,FDC,14.6,11.5,186.9
P066,P066-38,Western hemlock,HW,17.0,14.6,248.9
P066,P066-39,Western hemlock,HW,49.9,31.6,2118.2
P066,P066-40,Western hemlock,HW,19.1,16.4,275.9
P066,P066-41,Western redcedar,CW,11.9,9.2,83.4
P066,P066-42,Western hemlock,HW,21.6,16.3,340.7
P066,P066-43,Western hemlock,HW,22.5,20.6,365.7
P066,P066-44,Douglas-fir,FDC,11.4,9.7,102.9
P066,P066-45,Douglas-fir,FDC,25.8,18.0,558.0
P066,P066-46,Douglas-fir,FDC,23.7,21.1,434.3
P066,P066-47,Western hemlock,HW,14.0,13.4,150.3
P066,P066-48,Douglas-fir,FDC,22.0,19.7,380.5
P066,P066-49,Douglas-fir,FDC,12.3,11.3,111.7
P066,P066-50,Douglas-fir,FDC,22.4,16.8,380.6
P066,P066-51,Western redcedar,CW,30.2,17.8,595.2
P066,P066-52,Red alder,DR,31.5,20.5,691.5
P067,P067-01,Western hemlock,HW,22.8,17.7,410.9
P067,P067-02,Western hemlock,HW,25.4,21.5,534.5
P067,P067-03,Douglas-fir,FDC,19.3,17.5,288.2
P067,P067-04,Western hemlock,HW,11.3,11.8,93.7
P067,P067-05,Bigleaf maple,MB,26.8,16.7,607.1
P067,P067-06,Western hemlock,HW,13.0,10.9,136.3
P067,P067-07,Douglas-fir,FDC,18.7,16.3,284.2
P067,P067-08,Western hemlock,HW,28.8,20.6,720.5
P067,P067-09,Western hemlock,HW,11.2,8.0,103.2
P067,P067-10,Western redcedar,CW,17.3,12.5,194.7
P067,P067-11,Western redcedar,CW,16.9,11.8,171.7
P067,P067-12,Douglas-fir,FDC,29.6,22.2,659.2
P067,P067-13,Douglas-fir,FDC,15.3,15.7,186.2
P067,P067-14,Douglas-fir,FDC,16.0,16.3,191.5
P067,P067-15,Bigleaf maple,MB,25.0,17.0,489.4
P067,P067-16,Douglas-fir,FDC,13.8,13.7,152.5
P067,P067-17,Douglas-fir,FDC,29.6,19.7,751.7
P067,P067-18,Western hemlock,HW,12.2,12.6,108.5
P067,P067-19,Bigleaf maple,MB,18.5,13.8,249.9
P067,P067-20,Western hemlock,HW,34.4,27.9,1036.2
P067,P067-21,Western redcedar,CW,9.9,11.7,63.0
P067,P067-22,Douglas-fir,FDC,16.5,16.6,209.6
P067,P067-23,Douglas-fir,FDC,10.9,11.2,88.3
P067,P067-24,Douglas-fir,FDC,23.1,17.3,444.7
P067,P067-25,Douglas-fir,FDC,11.9,10.8,126.9
P067,P067-26,Douglas-fir,FDC,14.2,14.6,179.5
P067,P067-27,Douglas-fir,FDC,23.2,19.5,435.1
P067,P067-28,Douglas-fir,FDC,20.0,15.7,332.9
P067,P067-29,Douglas-fir,FDC,30.9,24.9,876.3
P067,P067-30,Western hemlock,HW,14.3,13.9,148.3
P067,P067-31,Douglas-fir,FDC,26.8,22.2,612.2
P067,P067-32,Bigleaf maple,MB,14.4,11.9,159.3
P067,P067-33,Douglas-fir,FDC,12.6,11.6,129.8
P067,P067-34,Western hemlock,HW,25.6,19.5,552.3
P067,P067-35,Douglas-fir,FDC,16.3,16.2,215.5
P067,P067-36,Douglas-fir,FDC,28.3,19.3,726.2
P067,P067-37,Douglas-fir,FDC,39.4,28.9,1419.1
P067,P067-38,Western hemlock,HW,10.0,13.2,80.9
P067,P067-39,Douglas-fir,FDC,26.5,19.1,624.8
P067,P067-40,Western redcedar,CW,10.5,8.1,74.9
P067,P067-41,Douglas-fir,FDC,20.6,19.0,378.7
P067,P067-42,Bigleaf maple,MB,21.9,15.4,397.0
P067,P067-43,Red alder,DR,27.3,20.1,513.3
P067,P067-44,Douglas-fir,FDC,12.6,12.2,127.8
P067,P067-45,Western redcedar,CW,13.5,11.5,119.0
P067,P067-46,Douglas-fir,FDC,26.5,20.2,641.0
P068,P068-01,Douglas-fir,FDC,11.6,9.9,102.3
P068,P068-02,Douglas-fir,FDC,12.8,11.8,126.0
P068,P068-03,Western hemlock,HW,26.6,19.5,548.4
P068,P068-04,Douglas-fir,FDC,22.7,19.9,429.9
P068,P068-05,Western hemlock,HW,16.1,13.5,218.3
P068,P068-06,Red alder,DR,37.5,23.1,934.3
P068,P068-07,Douglas-fir,FDC,21.2,18.1,401.0
P068,P068-08,Douglas-fir,FDC,38.7,27.4,1321.7
P068,P068-09,Douglas-fir,FDC,25.4,15.9,571.7
P068,P068-10,Douglas-fir,FDC,11.2,11.1,106.4
P068,P068-11,Red alder,DR,11.8,9.7,93.2
P068,P068-12,Douglas-fir,FDC,13.2,11.0,134.2
P068,P068-13,Douglas-fir,FDC,27.1,22.3,653.9
P068,P068-14,Douglas-fir,FDC,17.5,14.8,233.7
P068,P068-15,Douglas-fir,FDC,18.8,14.5,309.3
P068,P068-16,Douglas-fir,FDC,12.7,11.1,124.7
P068,P068-17,Douglas-fir,FDC,14.0,12.7,150.3
P068,P068-18,Western hemlock,HW,21.2,21.2,389.9
P068,P068-19,Bigleaf maple,MB,33.8,18.0,892.1
P068,P068-20,Western hemlock,HW,23.2,16.4,434.1
P068,P068-21,Douglas-fir,FDC,10.2,10.1,85.4
P068,P068-22,Douglas-fir,FDC,18.1,19.7,287.3
P068,P068-23,Western redcedar,CW,21.9,15.6,310.0
P068,P068-24,Douglas-fir,FDC,17.0,15.9,224.4
P068,P068-25,Western redcedar,CW,52.6,28.5,1702.2
P068,P068-26,Western hemlock,HW,20.4,17.3,307.8
P068,P068-27,Western hemlock,HW,20.4,18.0,301.4
P068,P068-28,Western hemlock,HW,11.0,8.9,95.8
P068,P068-29,Red alder,DR,18.2,13.6,213.1
P068,P068-30,Douglas-fir,FDC,7.5,6.7,41.5
P068,P068-31,Douglas-fir,FDC,15.3,14.2,181.3
P068,P068-32,Western hemlock,HW,34.0,25.6,912.4
P068,P068-33,Douglas-fir,FDC,15.2,15.6,191.4
P068,P068-34,Douglas-fir,FDC,21.6,18.3,411.1
P068,P068-35,Western hemlock,HW,27.0,21.3,563.5
P068,P068-36,Douglas-fir,FDC,22.5,18.7,385.1
P068,P068-37,Western redcedar,CW,33.0,21.4,724.4
P068,P068-38,Red alder,DR,20.6,16.8,273.3
P068,P068-39,Douglas-fir,FDC,31.9,23.5,850.3
P068,P068-40,Western redcedar,CW,35.7,21.5,767.3
P068,P068-41,Douglas-fir,FDC,29.1,27.0,724.8
P068,P068-42,Red alder,DR,12.6,11.6,107.6
P068,P068-43,Western redcedar,CW,22.8,16.8,302.5
P068,P068-44,Douglas-fir,FDC,19.7,16.3,315.2
P068,P068-45,Douglas-fir,FDC,7.6,9.9,47.1
P069,P069-01,Western hemlock,HW,21.8,15.7,370.7
P069,P069-02,Douglas-fir,FDC,26.2,20.0,516.7
P069,P069-03,Western redcedar,CW,11.1,8.8,76.8
P069,P069-04,Douglas-fir,FDC,19.2,17.5,286.5
P069,P069-05,Bigleaf maple,MB,17.4,11.8,209.1
P069,P069-06,Red alder,DR,40.6,24.4,1005.3
P069,P069-07,Douglas-fir,FDC,27.1,21.1,657.1
P069,P069-08,Douglas-fir,FDC,23.9,20.3,457.4
P069,P069-09,Red alder,DR,22.4,18.8,348.6
P069,P069-10,Western redcedar,CW,17.5,14.1,175.8
P069,P069-11,Douglas-fir,FDC,14.8,13.4,197.0
P069,P069-12,Red alder,DR,34.3,20.6,732.3
P069,P069-13,Western hemlock,HW,18.1,17.8,282.6
P069,P069-14,Western hemlock,HW,23.0,17.7,431.5
P069,P069-15,Douglas-fir,FDC,41.1,27.3,1320.4
P069,P069-16,Red alder,DR,20.8,16.1,258.3
P069,P069-17,Western hemlock,HW,23.9,21.7,448.2
P069,P069-18,Western hemlock,HW,11.5,11.4,109.7
P069,P069-19,Western redcedar,CW,8.6,8.2,41.9
P069,P069-20,Western hemlock,HW,15.9,17.8,183.2
P069,P069-21,Western hemlock,HW,11.8,11.9,114.7
P069,P069-22,Bigleaf maple,MB,13.2,12.3,132.8
P069,P069-23,Western hemlock,HW,19.9,16.5,312.1
P069,P069-24,Douglas-fir,FDC,10.5,10.4,90.2
P069,P069-25,Western hemlock,HW,20.6,12.3,338.4
P069,P069-26,Red alder,DR,29.9,16.8,615.0
P069,P069-27,Douglas-fir,FDC,21.3,18.5,352.6
P069,P069-28,Western hemlock,HW,37.2,25.1,1117.4
P069,P069-29,Western hemlock,HW,25.1,22.6,520.6
P069,P069-30,Douglas-fir,FDC,25.1,21.2,570.9
P069,P069-31,Douglas-fir,FDC,19.7,16.0,322.6
P069,P069-32,Western hemlock,HW,29.1,20.7,704.8
P069,P069-33,Red alder,DR,28.8,18.6,591.4
P069,P069-34,Western hemlock,HW,13.7,8.9,148.4
P069,P069-35,Western hemlock,HW,16.3,17.2,199.2
P069,P069-36,Western hemlock,HW,32.7,26.6,937.4
P069,P069-37,Western hemlock,HW,45.5,29.5,1765.4
P069,P069-38,Douglas-fir,FDC,25.5,19.4,568.7
P069,P069-39,Western hemlock,HW,23.6,20.0,432.2
P069,P069-40,Douglas-fir,FDC,35.9,25.1,1073.7
P069,P069-41,Douglas-fir,FDC,12.9,9.8,127.8
P069,P069-42,Bigleaf maple,MB,16.7,13.3,226.8
P069,P069-43,Western hemlock,HW,33.4,26.4,965.3
P069,P069-44,Western hemlock,HW,18.7,16.0,289.7
P069,P069-45,Red alder,DR,8.8,10.1,48.4
P069,P069-46,Western hemlock,HW,15.7,15.4,180.5
P069,P069-47,Douglas-fir,FDC,51.1,34.4,2328.2
P069,P069-48,Western hemlock,HW,46.0,31.1,1871.2
P069,P069-49,Douglas-fir,FDC,15.0,13.8,189.1
P069,P069-50,Douglas-fir,FDC,14.9,13.4,182.4
P069,P069-51,Western hemlock,HW,74.6,38.6,4186.8
P069,P069-52,Western redcedar,CW,19.0,13.5,221.7
P069,P069-53,Western hemlock,HW,18.1,11.6,240.5
P069,P069-54,Bigleaf maple,MB,14.8,12.2,176.1
P069,P069-55,Western hemlock,HW,26.9,21.9,584.5
P069,P069-56,Western hemlock,HW,32.2,22.6,749.8
P069,P069-57,Douglas-fir,FDC,16.8,16.9,234.9
P069,P069-58,Western hemlock,HW,26.6,22.8,592.0
P069,P069-59,Bigleaf maple,MB,13.2,9.5,142.5
P069,P069-60,Douglas-fir,FDC,10.7,9.6,88.7
P069,P069-61,Douglas-fir,FDC,28.7,21.6,722.0
P069,P069-62,Douglas-fir,FDC,20.1,19.2,335.1
P069,P069-63,Western redcedar,CW,22.1,16.6,318.1
P069,P069-64,Red alder,DR,9.1,11.4,47.1
P069,P069-65,Western hemlock,HW,22.2,18.7,380.4
P069,P069-66,Western hemlock,HW,51.7,34.3,1990.1
P069,P069-67,Western hemlock,HW,25.5,20.7,551.6
P069,P069-68,Western hemlock,HW,13.4,14.7,142.6
P070,P070-01,Western hemlock,HW,37.3,27.8,1180.6
P070,P070-02,Western redcedar,CW,33.5,22.9,762.7
P070,P070-03,Western hemlock,HW,34.2,25.5,929.4
P070,P070-04,Western redcedar,CW,49.7,24.7,1629.6
P070,P070-05,Western redcedar,CW,61.4,27.3,2627.1
P070,P070-06,Western hemlock,HW,35.4,22.8,1064.0
P070,P070-07,Western redcedar,CW,32.4,20.6,731.4
P070,P070-08,Douglas-fir,FDC,7.8,6.2,45.0
P070,P070-09,Western redcedar,CW,23.7,15.2,361.7
P070,P070-10,Douglas-fir,FDC,40.2,29.3,1471.3
P070,P070-11,Douglas-fir,FDC,83.0,39.6,5680.1
P070,P070-12,Western hemlock,HW,26.7,22.2,609.4
P070,P070-13,Sitka spruce,SS,84.7,41.0,5028.5
P070,P070-14,Western hemlock,HW,50.4,33.3,1994.3
P070,P070-15,Western redcedar,CW,60.3,26.1,2450.3
P070,P070-16,Douglas-fir,FDC,49.1,31.3,1843.5
P070,P070-17,Western redcedar,CW,69.2,29.7,3214.3
P070,P070-18,Douglas-fir,FDC,31.3,22.8,746.7
P070,P070-19,Bigleaf maple,MB,40.4,22.9,1260.9
P070,P070-20,Western hemlock,HW,37.6,24.2,1098.5
P070,P070-21,Douglas-fir,FDC,49.6,31.4,2261.0
P070,P070-22,Douglas-fir,FDC,124.4,46.3,14277.6
P070,P070-23,Western redcedar,CW,67.0,30.1,2775.9
P070,P070-24,Douglas-fir,FDC,72.7,38.6,4539.3
P070,P070-25,Douglas-fir,FDC,56.8,33.2,2910.8
P070,P070-26,Douglas-fir,FDC,52.8,31.1,2481.5
P070,P070-27,Sitka spruce,SS,66.9,39.0,3183.2
P070,P070-28,Sitka spruce,SS,35.7,26.6,1007.6
P070,P070-29,Bigleaf maple,MB,15.4,11.8,175.0
P070,P070-30,Western redcedar,CW,71.3,33.1,3131.5
P070,P070-31,Western redcedar,CW,45.1,26.7,1228.4
P070,P070-32,Bigleaf maple,MB,30.9,18.3,743.0
P070,P070-33,Western hemlock,HW,63.0,37.0,3195.8
P070,P070-34,Western redcedar,CW,57.7,30.7,2075.9
P070,P070-35,Sitka spruce,SS,21.3,18.0,340.6
P070,P070-36,Douglas-fir,FDC,23.3,20.3,469.9
P071,P071-01,Bigleaf maple,MB,12.2,10.9,106.8
P071,P071-02,Western redcedar,CW,16.9,11.0,170.2
P071,P071-03,Red alder,DR,21.9,17.0,288.9
P071,P071-04,Western redcedar,CW,28.9,19.0,492.7
P071,P071-05,Bigleaf maple,MB,29.2,19.0,702.4
P071,P071-06,Sitka spruce,SS,26.1,22.4,519.1
P071,P071-07,Western redcedar,CW,19.5,15.3,258.1
P071,P071-08,Red alder,DR,11.3,12.2,77.5
P071,P071-09,Western redcedar,CW,28.4,19.6,540.6
P071,P071-10,Red alder,DR,21.7,18.1,293.6
P071,P071-11,Sitka spruce,SS,9.2,7.5,57.1
P071,P071-12,Bigleaf maple,MB,11.1,7.7,98.0
P071,P071-13,Bigleaf maple,MB,20.9,15.2,308.3
P071,P071-14,Bigleaf maple,MB,26.7,17.1,517.5
P071,P071-15,Western redcedar,CW,12.3,10.0,104.4
P071,P071-16,Western redcedar,CW,9.9,8.5,64.6
P071,P071-17,Red alder,DR,20.4,19.0,243.8
P071,P071-18,Western redcedar,CW,24.6,16.2,354.6
P071,P071-19,Red alder,DR,34.3,21.6,703.8
P071,P071-20,Western redcedar,CW,11.6,11.1,86.7
P071,P071-21,Red alder,DR,11.8,11.3,83.4
P071,P071-22,Western redcedar,CW,25.9,17.5,425.4
P071,P071-23,Red alder,DR,12.7,11.6,100.1
P071,P071-24,Red alder,DR,7.7,6.2,38.0
P071,P071-25,Sitka spruce,SS,59.1,32.6,2677.6
P071,P071-26,Western redcedar,CW,27.6,16.6,537.1
P071,P071-27,Red alder,DR,8.1,11.0,43.0
P071,P071-28,Sitka spruce,SS,14.1,15.6,135.0
P071,P071-29,Red alder,DR,10.5,13.0,71.4
P071,P071-30,Red alder,DR,60.0,27.3,2285.2
P071,P071-31,Red alder,DR,26.7,18.6,500.6
P071,P071-32,Red alder,DR,23.5,17.3,390.4
P071,P071-33,Red alder,DR,13.2,11.9,115.8
P071,P071-34,Western redcedar,CW,20.9,14.8,288.4
P071,P071-35,Bigleaf maple,MB,10.1,7.7,79.6
P071,P071-36,Red alder,DR,37.9,23.4,866.6
P071,P071-37,Sitka spruce,SS,16.3,12.9,183.9
P071,P071-38,Western redcedar,CW,9.7,8.0,64.8
P071,P071-39,Bigleaf maple,MB,18.6,13.8,256.8
P071,P071-40,Red alder,DR,25.1,19.6,418.7
P071,P071-41,Western redcedar,CW,32.5,19.2,712.1
P071,P071-42,Red alder,DR,24.5,19.8,356.2
P071,P071-43,Red alder,DR,21.7,19.3,295.2
P071,P071-44,Bigleaf maple,MB,16.3,13.4,189.2
P071,P071-45,Sitka spruce,SS,19.3,16.4,301.5
P071,P071-46,Red alder,DR,12.0,13.3,95.9
P071,P071-47,Bigleaf maple,MB,13.1,7.8,127.7
P071,P071-48,Sitka spruce,SS,26.0,23.6,555.8
P072,P072-01,Sitka spruce,SS,11.5,11.7,92.9
P072,P072-02,Red alder,DR,19.1,19.5,230.6
P072,P072-03,Sitka spruce,SS,18.0,17.4,241.7
P072,P072-04,Red alder,DR,31.7,19.0,637.5
P072,P072-05,Red alder,DR,8.5,7.7,40.7
P072,P072-06,Western redcedar,CW,7.5,8.1,36.8
P072,P072-07,Red alder,DR,17.7,16.3,210.3
P072,P072-08,Sitka spruce,SS,18.5,17.1,243.5
P072,P072-09,Red alder,DR,17.0,16.6,195.3
P072,P072-10,Red alder,DR,31.4,21.4,633.2
P072,P072-11,Red alder,DR,25.6,18.0,452.1
P072,P072-12,Red alder,DR,30.3,19.5,561.0
P072,P072-13,Western redcedar,CW,11.4,8.5,81.4
P072,P072-14,Bigleaf maple,MB,15.1,13.5,160.5
P072,P072-15,Bigleaf maple,MB,19.5,14.5,301.4
P072,P072-16,Western redcedar,CW,12.7,11.6,100.5
P072,P072-17,Bigleaf maple,MB,13.2,9.3,120.1
P072,P072-18,Red alder,DR,31.5,22.6,665.8
P072,P072-19,Red alder,DR,17.5,16.5,208.7
P072,P072-20,Western redcedar,CW,27.3,19.0,506.1
P072,P072-21,Western redcedar,CW,9.5,9.6,52.0
P072,P072-22,Red alder,DR,10.5,8.9,61.5
P072,P072-23,Bigleaf maple,MB,19.2,13.5,267.8
P072,P072-24,Bigleaf maple,MB,20.9,15.9,315.6
P072,P072-25,Sitka spruce,SS,7.5,10.7,40.3
P072,P072-26,Sitka spruce,SS,26.1,20.5,500.1
P072,P072-27,Red alder,DR,20.6,19.8,249.2
P072,P072-28,Western redcedar,CW,20.9,15.0,299.5
P072,P072-29,Sitka spruce,SS,17.6,16.5,214.4
P072,P072-30,Western redcedar,CW,16.6,13.5,162.2
P072,P072-31,Red alder,DR,21.5,17.2,300.7
P072,P072-32,Red alder,DR,12.9,12.5,112.2
P072,P072-33,Red alder,DR,11.2,12.0,75.9
P072,P072-34,Red alder,DR,7.5,6.6,31.5
P072,P072-35,Red alder,DR,7.5,6.6,35.1
P072,P072-36,Red alder,DR,11.7,12.1,84.9
P072,P072-37,Western redcedar,CW,16.6,12.2,168.4
P073,P073-01,Douglas-fir,FDC,26.2,20.8,615.7
P073,P073-02,Douglas-fir,FDC,15.7,14.5,211.4
P073,P073-03,Western redcedar,CW,32.0,22.2,633.2
P073,P073-04,Western hemlock,HW,37.8,23.7,1185.3
P073,P073-05,Western hemlock,HW,13.2,16.8,138.7
P073,P073-06,Douglas-fir,FDC,20.0,19.3,329.7
P073,P073-07,Douglas-fir,FDC,17.5,15.9,271.4
P073,P073-08,Western hemlock,HW,9.5,10.6,66.5
P073,P073-09,Douglas-fir,FDC,9.8,8.0,82.6
P073,P073-10,Western hemlock,HW,16.4,15.9,221.0
P073,P073-11,Douglas-fir,FDC,35.2,24.0,1015.8
P073,P073-12,Western hemlock,HW,22.7,19.8,406.2
P073,P073-13,Douglas-fir,FDC,26.4,18.8,530.6
P073,P073-14,Douglas-fir,FDC,28.5,23.2,699.9
P073,P073-15,Western hemlock,HW,13.2,10.0,143.2
P073,P073-16,Douglas-fir,FDC,19.9,16.7,346.3
P073,P073-17,Douglas-fir,FDC,35.8,26.9,1164.5
P073,P073-18,Western hemlock,HW,28.0,21.3,653.7
P073,P073-19,Douglas-fir,FDC,13.1,12.0,145.1
P073,P073-20,Douglas-fir,FDC,28.8,21.0,669.1
P073,P073-21,Douglas-fir,FDC,13.9,13.8,144.5
P073,P073-22,Douglas-fir,FDC,12.6,14.3,137.8
P073,P073-23,Western redcedar,CW,23.1,15.3,347.0
P073,P073-24,Douglas-fir,FDC,23.7,21.8,436.8
P073,P073-25,Red alder,DR,29.2,18.8,605.6
P073,P073-26,Red alder,DR,15.3,12.3,161.5
P073,P073-27,Red alder,DR,34.9,23.4,874.4
P073,P073-28,Douglas-fir,FDC,15.0,12.2,201.0
P073,P073-29,Western hemlock,HW,42.8,29.9,1619.9
P073,P073-30,Western hemlock,HW,11.3,12.7,93.4
P073,P073-31,Western hemlock,HW,16.3,14.0,204.8
P073,P073-32,Western hemlock,HW,23.5,18.8,437.9
P073,P073-33,Douglas-fir,FDC,29.8,21.9,794.8
P073,P073-34,Western hemlock,HW,42.6,29.2,1563.8
P073,P073-35,Douglas-fir,FDC,32.9,26.7,982.2
P073,P073-36,Douglas-fir,FDC,17.9,15.7,252.5
P073,P073-37,Douglas-fir,FDC,22.6,18.7,442.5
P073,P073-38,Red alder,DR,16.2,13.2,151.7
P073,P073-39,Douglas-fir,FDC,21.6,16.5,403.1
P073,P073-40,Western hemlock,HW,16.1,16.1,192.0
P073,P073-41,Western hemlock,HW,46.4,30.4,1606.6
P073,P073-42,Douglas-fir,FDC,11.8,13.3,102.8
P073,P073-43,Western redcedar,CW,9.3,9.9,53.6
P073,P073-44,Western redcedar,CW,14.7,10.9,125.9
P073,P073-45,Western hemlock,HW,28.5,21.8,652.8
P073,P073-46,Western hemlock,HW,9.8,11.8,66.8
P074,P074-01,Douglas-fir,FDC,11.1,12.2,96.0
P074,P074-02,Western redcedar,CW,26.8,18.1,501.0
P074,P074-03,Douglas-fir,FDC,26.5,20.3,594.8
P074,P074-04,Western hemlock,HW,16.4,11.3,204.9
